model,epoch,loss,train_accuracy,val_accuracy
CNN-local features,12,1.2486284971237183,0.7735849056603774,0.08333333333333333
CNN-local features,13,1.1621346473693848,0.8490566037735849,0.08333333333333333
CNN-local features,14,1.0839722156524658,0.9056603773584906,0.08333333333333333
CNN-local features,15,1.013671875,0.9245283018867925,0.08333333333333333
CNN-local features,16,0.9500464200973511,0.9433962264150944,0.08333333333333333
CNN-local features,17,0.8922388553619385,0.9433962264150944,0.08333333333333333
CNN-local features,18,0.8399071097373962,0.9433962264150944,0.08333333333333333
CNN-local features,19,0.792385458946228,0.9433962264150944,0.08333333333333333
CNN-local features,20,0.7489098310470581,0.9622641509433962,0.08333333333333333
CNN-local features,21,0.7094181180000305,0.9622641509433962,0.08333333333333333
CNN-local features,22,0.6730970144271851,0.9622641509433962,0.08333333333333333
CNN-local features,23,0.6396487951278687,0.9622641509433962,0.08333333333333333
CNN-local features,24,0.6086141467094421,0.9811320754716981,0.08333333333333333
CNN-local features,25,0.5798034071922302,0.9811320754716981,0.08333333333333333
CNN-local features,26,0.5533068180084229,0.9811320754716981,0.08333333333333333
CNN-local features,27,0.5286576151847839,0.9811320754716981,0.08333333333333333
CNN-local features,28,0.5056946873664856,1.0,0.08333333333333333
CNN-local features,29,0.4842778444290161,1.0,0.16666666666666666
CNN-local features,30,0.4641449749469757,1.0,0.16666666666666666
CNN-local features,31,0.44545337557792664,1.0,0.16666666666666666
CNN-local features,32,0.42783644795417786,1.0,0.16666666666666666
CNN-local features,33,0.4112873077392578,1.0,0.16666666666666666
CNN-local features,34,0.3957778215408325,1.0,0.16666666666666666
CNN-local features,35,0.3812559247016907,1.0,0.16666666666666666
CNN-local features,36,0.3675263524055481,1.0,0.16666666666666666
CNN-local features,37,0.35453835129737854,1.0,0.16666666666666666
CNN-local features,38,0.3422933518886566,1.0,0.16666666666666666
CNN-local features,39,0.330851674079895,1.0,0.16666666666666666
CNN-local features,40,0.3199487030506134,1.0,0.16666666666666666
CNN-local features,41,0.30967798829078674,1.0,0.16666666666666666
CNN-local features,42,0.2999062240123749,1.0,0.16666666666666666
CNN-local features,43,0.2906486988067627,1.0,0.16666666666666666
CNN-local features,44,0.281893253326416,1.0,0.16666666666666666
CNN-local features,45,0.2736069858074188,1.0,0.16666666666666666
CNN-local features,46,0.26574742794036865,1.0,0.16666666666666666
CNN-local features,47,0.25829508900642395,1.0,0.16666666666666666
CNN-local features,48,0.25123271346092224,1.0,0.16666666666666666
CNN-local features,49,0.24449872970581055,1.0,0.16666666666666666
CNN-local features,50,0.2380809336900711,1.0,0.16666666666666666
CNN-local features,51,0.23198358714580536,1.0,0.16666666666666666
CNN-local features,52,0.22613729536533356,1.0,0.16666666666666666
CNN-local features,53,0.22057786583900452,1.0,0.16666666666666666
CNN-local features,54,0.21527397632598877,1.0,0.16666666666666666
CNN-local features,55,0.21020665764808655,1.0,0.16666666666666666
CNN-local features,56,0.20538701117038727,1.0,0.16666666666666666
CNN-local features,57,0.20076414942741394,1.0,0.16666666666666666
CNN-local features,58,0.19640402495861053,1.0,0.16666666666666666
CNN-local features,59,0.19219405949115753,1.0,0.16666666666666666
CNN-local features,60,0.18819670379161835,1.0,0.16666666666666666
CNN-local features,61,0.18432947993278503,1.0,0.16666666666666666
CNN-local features,62,0.18061675131320953,1.0,0.16666666666666666
CNN-local features,63,0.1770513951778412,1.0,0.16666666666666666
CNN-local features,64,0.1736316978931427,1.0,0.16666666666666666
CNN-local features,65,0.17032887041568756,1.0,0.16666666666666666
CNN-local features,66,0.16714216768741608,1.0,0.16666666666666666
CNN-local features,67,0.16409878432750702,1.0,0.16666666666666666
CNN-local features,68,0.16114017367362976,1.0,0.16666666666666666
CNN-local features,69,0.1582922637462616,1.0,0.16666666666666666
CNN-local features,70,0.15555527806282043,1.0,0.16666666666666666
CNN-local features,71,0.15291225910186768,1.0,0.16666666666666666
CNN-local features,72,0.1503598392009735,1.0,0.16666666666666666
CNN-local features,73,0.1478811353445053,1.0,0.16666666666666666
CNN-local features,74,0.14552108943462372,1.0,0.16666666666666666
CNN-local features,75,0.1432100087404251,1.0,0.16666666666666666
CNN-local features,76,0.14099007844924927,1.0,0.16666666666666666
CNN-local features,77,0.1388302892446518,1.0,0.16666666666666666
CNN-local features,78,0.1367475986480713,1.0,0.16666666666666666
CNN-local features,79,0.13472925126552582,1.0,0.16666666666666666
CNN-local features,80,0.1327582746744156,1.0,0.16666666666666666
